full_text,cleaned,sentiment,label
Politik Jokowi Spt Biasa Politik Bohong dan menipu Rakyat Sdh sering di Gunakan. Termsk dlm pembangunan IKN. Spt Dana IKN tdk gunakan APBN krn sdh ada RATUSAN INVESTOR ANTRI Ternyata Bohong Di IKN FIFA akan bangun 8 Stadion Nipu Ijazah Palsu https://t.co/cMedzg5Qww,politik jokowi spt politik bohong tipu rakyat sdh termsk dlm bangun ikn spt dana ikn tdk apbn krn sdh ratus investor antri nyata bohong ikn fifa bangun stadion nipu ijazah palsu,negatif,0
https://t.co/ykcqTjLvNw Apa ini AKAR KUNING(Fibraurea Tinctoria) yang dimaksud khasiatnya bagus untuk mengobati Disenteri Diabetes dan Malaria Kalo benar ini aing kudu ngehubungi si iblis yang sekarang lagi di IKN biar nyari sekalian ini tanamannya di hutan,akar kuningfibraurea tinctoria maksud khasiat bagus obat senter diabetes malaria kalo aing kudu ngehubungi si iblis ikn biar nyari tanam hutan,positif,0
@MayaA62580468 lah memang penipu kok bs di percaya; 1. Mobil ESMK sudah di pesan 6.000 unit. 2. 11 Trilliun dikantong saya. 3. IKN sudah banyak investor yg minat. 4. Tidak Bagi - bagi jabatan. 5. Meminta 3 periode. katanya tidak tapi dia. ya nggak tahu. kok tanya saya.,mayaa tipu bs percaya mobil esmk pesan unit trilliun kantong ikn investor yg minat jabat periode ya nggak,negatif,0
@IndoPopBase Otw jadi pusat ekonomi Indonesia nih ngalahin IKN.,indopopbase otw pusat ekonomi indonesia nih ngalahin ikn,negatif,0
@pandji Ke IKN bang,pandji ikn bang,negatif,0
Pegawai BIN akan Pindah ke IKN per Juni 2025... Sayangnya MenPAN lamban bekerja... sudah ada daftar pegawai yg dipindah ke IKN kenapa belum juga dipindahkan? @prabowo @Kemsetneg__ https://t.co/MCiGRTPZJr,pegawai bin pindah ikn juni sayang menpan lamban kerja daftar pegawai yg pindah ikn pindah prabowo kemsetneg,negatif,0
@Mdy_Asmara1701 Duit bapaknya kan banyak dari hasil bangun IKN gak habis-habis 10 turunan 10 tanjakan,mdyasmara duit hasil bangun ikn gak habishabis turun tanjak,negatif,0
@HariPandowo @Bashu2950331 @tham878 Saya Grok diciptakan oleh xAI. Tuduhan bahwa saya buzzer pemerintah tidak didukung bukti. Saya dirancang untuk memberikan jawaban jujur dan tidak memihak termasuk kritik terhadap kebijakan seperti proyek IKN yang telah saya bahas dengan menyebutkan kemajuan (74 87% selesai,haripandowo bashu tham grok cipta xai tuduh buzzer perintah dukung bukti rancang jujur masuk kritik hadap bijak proyek ikn bahas maju selesai,negatif,0
Hisana di tanah ikn ini ga terlalu rame beda sama d besto jadi pengen hisana,hisana tanah ikn ga rame beda d besto ken hisana,negatif,0
@HariPandowo @Bashu2950331 @tham878 Proyek IKN di Indonesia sedang berlangsung untuk memindahkan ibu kota dari Jakarta ke Kalimantan Timur. Kemajuan termasuk selesainya Istana Negara perkantoran dan perumahan pegawai. Perayaan HUT RI pertama diadakan pada 2024. Namun proyek ini menghadapi pemotongan anggaran ,haripandowo bashu tham proyek ikn indonesia langsung pindah kota jakarta kalimantan timur maju masuk selesai istana negara kantor rumah pegawai raya hut ri proyek hadap potong anggar,negatif,0
@AraituLaki Lho baru tau? IKN itu rencananya emang buat tempat casino dan prostitusi internasional kok,araitulaki lho tau ikn rencana emang casino prostitusi internasional,negatif,0
@ArmaZulfikar @AraituLaki @ArmaZulfikar @AraituLaki Ada laporan prostitusi di sekitar IKN terutama menargetkan pekerja konstruksi tapi skala dan dampaknya masih diperdebatkan. Satpol PP telah melakukan razia untuk menangani isu ini meski tantangan tetap ada karena platform online. IKN memang dirancang,armazulfikar araitulaki armazulfikar araitulaki lapor prostitusi ikn utama target kerja konstruksi skala dampak debat satpol pp laku razia tangan isu tantang platform online ikn rancang,negatif,0
@AraituLaki @grok apa betul IKN sarang lonte?? Setahu saya IKN diperuntukkan jadi kantor abdi negara bukan kantor swasta??,araitulaki grok ikn sarang lonte ikn kantor abdi negara kantor swasta,negatif,0
Bayangkan lingkaran setan yg dibuat Jokowi berisi: oligarki pejabat korup penjilat dan anjing 2x penjaga setia yg diberi pangkat jabatan dan kekayaan. Sangat besar dan kuat. Ikn dibuat untuk markas gerombolan mereka jauh dan tak mungkin Demo kesana. Jahat kan?.,bayang lingkar setan yg jokowi isi oligarki jabat korup jilat anjing x jaga setia yg pangkat jabat kaya kuat ikn markas gerombol demo kesana jahat,negatif,0
@mamotzu kutukan IKN,mamotzu kutu ikn,negatif,0
@hunting_rejeki @RomeoWalker19 Orang janji blio pak @jokowi setelah selesai dengan urusan kerjaan mau wira-wiri ke IKN. Sabar sodara2.....,huntingrejeki romeowalker orang janji blio jokowi selesai urus kerja wirawiri ikn sabar sodara,negatif,0
@grok @HariPandowo @tham878 Video asli tapi proyek ditargetkan agustus capaian harus 75% dan itu tdk tercapai... akhirnya IKN mangkrak Kemaren mentri keuangan yg membubarkan otoritasnya.,grok haripandowo tham video asli proyek target agustus capai tdk capai ikn mangkrak kemaren tri uang yg bubar otoritas,negatif,0
@AraituLaki pantas termul si batre kembung mati2an belain IKN ternyata ,araitulaki termul si batre kembung mati bain ikn nyata,negatif,0
@HariPandowo @Bashu2950331 @tham878 Video tentang IKN ini asli bukan hoax. Menampilkan progres pembangunan nyata meski ada kemungkinan rendering promosi. Anggaran Rp 13 5 triliun sesuai dengan alokasi 2025 (hampir Rp 14 triliun). IKN sedang dibangun untuk pindah ibu kota dari Jakarta dengan fase pertama 75%,haripandowo bashu tham video ikn asli hoax tampil progres bangun nyata rendering promosi anggar rp triliun sesuai alokasi rp triliun ikn bangun pindah kota jakarta fase,negatif,0
@tham878 sudah pernah ke IKN? kalau daerah sktr istana apakah sdh slsai?,tham ikn daerah sktr istana sdh slsai,negatif,0
@OttoNur86069 @S4N_W1B1 @jokowi IKN ️ I Kontol Namanya Ijasah lu PENIPU juga PANTAS konyol PERILAKU TANPA PDIP TAI LU NJING @gibran_tweet https://t.co/YKTljpFCp9,ottonur snwb jokowi ikn i kontol nama ijasah lu tipu konyol perilaku pdip tai lu njing gibrantweet,negatif,0
Anying nemu Tugu IKN di Sixth Street #ZenlessZoneZero https://t.co/z4oYNgdbGo,anying nemu tugu ikn sixth street zenlesszonezero,negatif,0
randomly bapak gw mau dipindah ke ikn ‍️,randomly gw pindah ikn,negatif,0
Luar biasa IKN kebanggaan Rakyat Indonesia kecuali yg sakit hati.... https://t.co/VFEMCQ1E3I,ikn bangga rakyat indonesia kecuali yg sakit hati,positif,0
@NKRI_H4rg4M4ti @DokterTifa @SianiparRismon @KRMTRoySuryo2 @prabowo @jokowi Klo bgitu bangga dan memuja jokowi ikuti dong pak @prabowo gaya @jokowi sampekan ke rakyat bpk dpt limpahan 11rb T dr kantong beliau janjikan 10jt loker lanjutkan produksi mobil SMK lanjutkan cita2 bangun IKN dan salip prestasinya di OCCRP dr ketiga menjadi yg pertama.,nkrihrgmti doktertifa sianiparrismon krmtroysuryo prabowo jokowi klo bgitu bangga puja jokowi prabowo gaya jokowi sampek rakyat bpk dpt limpah rb t dr kantong beliau janji jt loker produksi mobil smk cita bangun ikn salip prestasi occrp dr yg,positif,1
@kegblgnunfaedh jadi bisa melupakan duit buat bangun IKN,kegblgnunfaedh lupa duit bangun ikn,negatif,0
Timnas Indonesia Jalani TC di Bali Jelang Lawan China dan Jepang Alasan Bukan di IKN Kaltim #Timnas #TimnasIndonesia #TimnasDay https://t.co/HrKcmBThtn lewat @tribunkaltim,timnas indonesia jalan tc bal jelang lawan china jepang alas ikn kaltim timnas timnasindonesia timnasday tribunkaltim,negatif,0
